1115,Nasty Habits
1116,O B Ignitt
1117,Orion 
1118,Proc Fiskal
1119,Recoil
1120,Wild Geese
1121,Aquanote
1122,Binary Star
1123,Cooly G
1124,Debbie Deb
1125,Defunction
1126,The Get Funky Crew
1127,Pascal F.E.O.S.
1128,Satoshi Tomiie Featuring Arnold Jarvis
1129,Smooth B.
1130,Wynton Marsalis
1131,Black Star
1132,Central Living
1133,Chevals
1134,Computa Games
1135,Dorsi Plantar
1136,EthyՌne
1137,Gaelle Adisson
1138,Lovetronic
1139,Madhouse
1140,Pal Joey
1141,Slicker
1142,DJ Krush
1143,DJ Krush Featuring ACO / Twigy
1144,EX2
1145,G$D
1146,Jose 2 Hype
1147,K-Stone
1148,Petalpusher
1149,Ray Keith
1150,Rhythm Society
1151,Summerland
1152,Boards Of Canada
1153,DJ Moves
1154,More Rockers
1155,Random Factor
1156,D:Fuse
1157,DJ Bam Bam
1158,DJ Rectangle
1159,Mark V. vs. Michael Trance
1160,Q-Tip Featuring Busta Rhymes
1161,Tyfu
1162,175 Crew
1163,Dan Fogelberg
1164,Dark-N-Ugly
1165,DRS 
1166,Fudge
1167,Hail Mary Mallon
1168,Jazz In A Box
1169,MC Overlord
1170,Paul Wall Feat. Big Pokey
1171,Skeptic
1172,A-Sides
1173,AIR
1174,Alive!
1175,Guillaume La Tortue
1176,Herman Funker III
1177,Jara
1178,Lycia
1179,Wayne Shorter
1180,Bedrock
1181,Brother's Yard
1182,D.A.T. 
1183,DJ Trajic
1184,Donsen Park
1185,Elevated Mindz
1186,Mary J. Blige
1187,Philip Owusu & Allan Green 
1188,Photek Presents Choc Ty
1189,Polar
1190,Rees Urban
1191,Stories In Dubh
1192,Swollen Members
1193,Accidental Heroes
1194,Blue Amazon
1195,Da Brat
1196,The Dead Milkmen
1197,DJ Crystl
1198,The Dragon
1199,Flying Fish
1200,Hiroshi Watanabe
1201,J Majik / V Chip / DSF
1202,Josh The Funky 1
1203,K
1204,Lance Nuance
1205,Paul van Dyk
1206,Quoit Vs. Submerged
1207,Beautiful People
1208,Demarkus Lewis
1209,Mariah Carey
1210,Mike Jones  Feat. Snoop Dogg And Bun B
1211,Plank Men
1212,Shanks & Bigfoot
1213,Sysco
1214,The Blunted Boy Wonder
1215,Heatwave
1216,Kool DJ E.Q.
1217,Mark Lewis
1218,Sundog 
1219,2nd II None
1220,808 State
1221,The Architect
1222,Mass Production
1223,Merle Haggard
1224,Monkey Business
1225,Pointer Sisters
1226,Airey
1227,Dr. Alban
1228,Nigel Dawson
1229,Real McCoy
1230,2 In A Room
1231,Strategy 
1232,Symbiosis 
1233,Tow Down
1234,Amit / Outrage 
1235,Baron
1236,Clipse
1237,Kool & The Gang
1238,Pinnchiky
1239,Suv / Reel Time
1240,WC Featuring Ice Cube & Mack 10
1241,Clipse Featuring Faith Evans
1242,DJ Wreck
1243,Hoodrats 
